trade_id,timestamp,symbol,side,quantity,price,fees,strategy,account,fill_id
4258,1700000010852495408,JNJ,Sell,1700,154.96,26.34,vol_arb,acc1,fill_00004258
4259,1700000010854947272,NVDA,Buy,5810,448.85,260.78,stat_arb,acc3,fill_00004259
4260,1700000010858968447,HD,Buy,9370,348.88,326.9,macro,acc2,fill_00004260
4261,1700000010861330360,MA,Buy,2480,401.74,99.63,macro,acc1,fill_00004261
4262,1700000010861962496,PG,Buy,3440,152.31,52.39,market_making,acc1,fill_00004262
4263,1700000010863175288,AAPL,Sell,3520,173.82,61.18,stat_arb,acc3,fill_00004263
4264,1700000010864827108,PFE,Buy,3200,28.1,8.99,stat_arb,acc1,fill_00004264
4265,1700000010868819381,KO,Sell,7910,60.83,48.12,momentum,acc1,fill_00004265
4266,1700000010873042137,KO,Sell,1930,61.69,11.91,stat_arb,acc1,fill_00004266
4267,1700000010874335301,JPM,Sell,5900,182.73,107.81,stat_arb,acc2,fill_00004267
4268,1700000010875835106,JNJ,Sell,1900,159.28,30.26,momentum,acc3,fill_00004268
4269,1700000010879576861,JNJ,Buy,8260,151.22,124.91,market_making,acc1,fill_00004269
4270,1700000010880105624,XOM,Sell,5080,105.23,53.46,market_making,acc2,fill_00004270
4271,1700000010882659758,UNH,Buy,2660,526.71,140.1,vol_arb,acc1,fill_00004271
4272,1700000010883437739,ABBV,Buy,3320,157.93,52.43,market_making,acc2,fill_00004272
4273,1700000010886536491,UNH,Buy,7060,526.58,371.77,vol_arb,acc3,fill_00004273
4274,1700000010886898640,PG,Buy,4860,157.33,76.46,vol_arb,acc2,fill_00004274
4275,1700000010888674653,JPM,Sell,2570,186.41,47.91,vol_arb,acc1,fill_00004275
4276,1700000010889952390,MSFT,Sell,8510,360.69,306.95,momentum,acc2,fill_00004276
4277,1700000010892211014,AMZN,Buy,7720,181.41,140.05,vol_arb,acc1,fill_00004277
4278,1700000010896620203,V,Buy,5240,277.79,145.56,vol_arb,acc1,fill_00004278
4279,1700000010896838613,ABBV,Buy,4350,154.31,67.12,macro,acc1,fill_00004279
4280,1700000010897641882,KO,Sell,2470,62.29,15.39,macro,acc3,fill_00004280
4281,1700000010900560681,MSFT,Sell,7630,381.85,291.35,vol_arb,acc1,fill_00004281
4282,1700000010903267563,UNH,Buy,7300,513.08,374.55,macro,acc3,fill_00004282
4283,1700000010904565780,TSLA,Sell,4520,256.06,115.74,momentum,acc3,fill_00004283
4284,1700000010905504290,NVDA,Buy,2880,453.33,130.56,macro,acc3,fill_00004284
4285,1700000010910055223,GOOG,Sell,5150,134.85,69.45,market_making,acc1,fill_00004285
4286,1700000010912602618,TSLA,Buy,1490,243.73,36.32,vol_arb,acc2,fill_00004286
4287,1700000010915775094,GOOG,Buy,5670,143.77,81.52,momentum,acc3,fill_00004287
4288,1700000010917867777,AMZN,Buy,2620,182.3,47.76,market_making,acc2,fill_00004288
4289,1700000010921143676,HD,Buy,6210,354.91,220.4,macro,acc1,fill_00004289
4290,1700000010922168093,UNH,Sell,6050,528.42,319.69,market_making,acc1,fill_00004290
4291,1700000010922981803,XOM,Buy,6630,105.26,69.79,market_making,acc1,fill_00004291
4292,1700000010926738218,KO,Sell,2310,60.43,13.96,stat_arb,acc3,fill_00004292
4293,1700000010928153410,ABBV,Sell,4960,154.34,76.55,stat_arb,acc3,fill_00004293
4294,1700000010929152694,UNH,Buy,4180,528.31,220.83,vol_arb,acc3,fill_00004294
4295,1700000010930313912,JNJ,Sell,8290,158.28,131.21,stat_arb,acc2,fill_00004295
4296,1700000010932205965,NVDA,Buy,8630,437.72,377.75,stat_arb,acc3,fill_00004296
4297,1700000010932755386,XOM,Sell,2350,106.41,25.01,macro,acc1,fill_00004297
4298,1700000010934170140,AMZN,Buy,4070,178.7,72.73,market_making,acc2,fill_00004298
4299,1700000010936097440,HD,Sell,7970,348.86,278.04,vol_arb,acc1,fill_00004299
4300,1700000010936423135,MA,Buy,5790,410.83,237.87,stat_arb,acc2,fill_00004300
4301,1700000010938972755,MA,Buy,3830,419.2,160.55,momentum,acc1,fill_00004301
4302,1700000010941205940,V,Sell,530,286.06,15.16,stat_arb,acc1,fill_00004302
4303,1700000010944470825,XOM,Buy,5740,105.41,60.51,vol_arb,acc3,fill_00004303
4304,1700000010944857842,META,Sell,6540,348.66,228.02,macro,acc2,fill_00004304
4305,1700000010949177302,JNJ,Sell,7800,155.86,121.57,vol_arb,acc1,fill_00004305
4306,1700000010951271607,GOOG,Sell,90,136.47,1.23,momentum,acc2,fill_00004306
4307,1700000010954794888,HD,Sell,3050,343.19,104.67,stat_arb,acc3,fill_00004307
4308,1700000010956121266,JPM,Sell,5550,178.91,99.3,momentum,acc3,fill_00004308
4309,1700000010957329925,HD,Buy,740,349.93,25.89,stat_arb,acc2,fill_00004309
4310,1700000010958269865,JPM,Buy,2880,178.83,51.5,market_making,acc1,fill_00004310
4311,1700000010959618905,AAPL,Buy,2410,176.14,42.45,macro,acc3,fill_00004311
4312,1700000010964306675,NVDA,Sell,8160,450.2,367.36,macro,acc3,fill_00004312
4313,1700000010966059120,MSFT,Sell,5360,381.92,204.71,stat_arb,acc3,fill_00004313
4314,1700000010969607464,JPM,Sell,8620,184.46,159.0,stat_arb,acc3,fill_00004314
4315,1700000010973724635,JPM,Sell,6150,180.25,110.85,stat_arb,acc2,fill_00004315
4316,1700000010978105179,ABBV,Sell,6640,151.46,100.57,stat_arb,acc1,fill_00004316
4317,1700000010978399247,MA,Buy,830,420.84,34.93,market_making,acc3,fill_00004317
4318,1700000010979335785,GOOG,Sell,9360,141.38,132.33,momentum,acc2,fill_00004318
4319,1700000010984138678,MA,Buy,8140,420.23,342.07,macro,acc3,fill_00004319
4320,1700000010986928409,AMZN,Buy,2220,175.73,39.01,stat_arb,acc1,fill_00004320
4321,1700000010987703719,KO,Sell,8180,60.38,49.39,market_making,acc2,fill_00004321
4322,1700000010989980912,MA,Sell,6210,408.54,253.7,market_making,acc2,fill_00004322
4323,1700000010993348151,AMZN,Buy,4650,180.85,84.1,vol_arb,acc2,fill_00004323
4324,1700000010994104537,JPM,Sell,4570,179.36,81.97,macro,acc3,fill_00004324
4325,1700000010997688105,TSLA,Sell,2470,240.92,59.51,macro,acc2,fill_00004325
4326,1700000011001150192,AMZN,Buy,7600,174.48,132.6,vol_arb,acc3,fill_00004326
4327,1700000011003085272,AAPL,Sell,3730,178.81,66.7,vol_arb,acc1,fill_00004327
4328,1700000011007033683,AMZN,Buy,5580,182.49,101.83,market_making,acc1,fill_00004328
4329,1700000011008525128,TSLA,Buy,7040,244.98,172.47,market_making,acc3,fill_00004329
4330,1700000011011819348,MSFT,Sell,3050,383.69,117.03,momentum,acc2,fill_00004330
4331,1700000011015478323,META,Buy,10,335.82,0.34,market_making,acc3,fill_00004331
4332,1700000011016504844,MSFT,Sell,4270,382.1,163.16,momentum,acc3,fill_00004332
4333,1700000011017462714,MA,Buy,3030,407.46,123.46,macro,acc1,fill_00004333
4334,1700000011018508065,KO,Sell,5450,59.93,32.66,vol_arb,acc2,fill_00004334
4335,1700000011022627867,AAPL,Sell,3980,172.62,68.7,market_making,acc2,fill_00004335
4336,1700000011027246372,ABBV,Sell,6080,151.45,92.08,stat_arb,acc1,fill_00004336
4337,1700000011030512270,PFE,Buy,40,27.96,0.11,stat_arb,acc2,fill_00004337
4338,1700000011035152886,JPM,Sell,7000,175.9,123.13,vol_arb,acc3,fill_00004338
4339,1700000011037157210,MSFT,Sell,5910,373.42,220.69,momentum,acc3,fill_00004339
4340,1700000011038473280,KO,Buy,6780,59.15,40.1,stat_arb,acc2,fill_00004340
4341,1700000011041340099,KO,Buy,2870,58.92,16.91,stat_arb,acc1,fill_00004341
4342,1700000011043656557,GOOG,Sell,7610,141.45,107.64,stat_arb,acc1,fill_00004342
4343,1700000011048313383,HD,Buy,1320,348.48,46.0,macro,acc1,fill_00004343
4344,1700000011050768617,BAC,Buy,5320,35.11,18.68,stat_arb,acc2,fill_00004344
4345,1700000011055762438,JNJ,Buy,8690,156.24,135.77,vol_arb,acc2,fill_00004345
4346,1700000011059622208,XOM,Sell,8530,101.05,86.2,macro,acc3,fill_00004346
4347,1700000011063486979,KO,Buy,3240,58.82,19.06,momentum,acc1,fill_00004347
4348,1700000011064479992,BAC,Buy,1140,34.75,3.96,market_making,acc2,fill_00004348
4349,1700000011067565884,XOM,Buy,5670,109.05,61.83,macro,acc3,fill_00004349
4350,1700000011068521567,AAPL,Sell,790,170.06,13.43,market_making,acc2,fill_00004350
4351,1700000011070662129,AMZN,Sell,2050,180.24,36.95,stat_arb,acc1,fill_00004351
4352,1700000011074629263,MA,Sell,4600,425.75,195.84,vol_arb,acc1,fill_00004352
4353,1700000011078240335,KO,Sell,6240,58.19,36.31,vol_arb,acc1,fill_00004353
4354,1700000011082434005,PFE,Buy,910,26.94,2.45,macro,acc3,fill_00004354
4355,1700000011087405789,ABBV,Buy,4020,152.07,61.13,macro,acc1,fill_00004355
4356,1700000011087903083,AMZN,Buy,6590,181.88,119.86,vol_arb,acc2,fill_00004356
4357,1700000011090922813,META,Buy,1180,342.62,40.43,vol_arb,acc1,fill_00004357
4358,1700000011092654145,PG,Buy,8220,155.65,127.94,macro,acc3,fill_00004358
4359,1700000011095517544,V,Buy,7730,268.16,207.29,stat_arb,acc2,fill_00004359
4360,1700000011096089674,JPM,Sell,6890,181.75,125.23,market_making,acc2,fill_00004360
4361,1700000011100517260,UNH,Buy,3500,528.36,184.93,vol_arb,acc1,fill_00004361
4362,1700000011105215548,AMZN,Buy,4940,188.03,92.89,momentum,acc3,fill_00004362
4363,1700000011106608460,TSLA,Sell,7960,234.78,186.88,market_making,acc1,fill_00004363
4364,1700000011110382211,V,Buy,8540,262.84,224.47,market_making,acc3,fill_00004364
4365,1700000011111042308,V,Sell,8890,264.78,235.39,vol_arb,acc1,fill_00004365
4366,1700000011112033964,NVDA,Buy,4160,451.72,187.92,macro,acc2,fill_00004366
4367,1700000011114090782,ABBV,Sell,3670,153.54,56.35,market_making,acc1,fill_00004367
4368,1700000011115934850,PFE,Sell,3260,28.05,9.14,momentum,acc1,fill_00004368
4369,1700000011118067925,AAPL,Sell,6130,178.02,109.13,vol_arb,acc3,fill_00004369
4370,1700000011121000547,KO,Buy,6670,58.42,38.97,market_making,acc2,fill_00004370
4371,1700000011125960024,PFE,Sell,1390,27.55,3.83,market_making,acc3,fill_00004371
4372,1700000011126329385,PFE,Buy,7200,28.5,20.52,momentum,acc2,fill_00004372
4373,1700000011127209086,PG,Sell,5210,157.23,81.92,stat_arb,acc1,fill_00004373
4374,1700000011129038781,META,Sell,1970,357.04,70.34,vol_arb,acc3,fill_00004374
4375,1700000011130280348,AMZN,Sell,6730,178.41,120.07,momentum,acc3,fill_00004375
4376,1700000011132844369,AAPL,Buy,3130,176.44,55.23,momentum,acc3,fill_00004376
4377,1700000011135212420,AMZN,Buy,8310,181.64,150.94,stat_arb,acc2,fill_00004377
4378,1700000011137372943,NVDA,Buy,4450,442.56,196.94,stat_arb,acc3,fill_00004378
4379,1700000011138310780,WMT,Sell,2750,171.57,47.18,momentum,acc2,fill_00004379
4380,1700000011143047557,V,Buy,6860,271.35,186.15,market_making,acc1,fill_00004380
4381,1700000011146233354,AAPL,Sell,4500,174.92,78.71,vol_arb,acc2,fill_00004381
4382,1700000011147095554,AMZN,Sell,6740,182.99,123.34,market_making,acc1,fill_00004382
4383,1700000011152027041,WMT,Buy,3170,166.19,52.68,vol_arb,acc2,fill_00004383
4384,1700000011153741055,KO,Buy,9190,60.12,55.25,market_making,acc3,fill_00004384
4385,1700000011154967100,WMT,Sell,960,165.87,15.92,macro,acc1,fill_00004385
4386,1700000011159333301,NVDA,Sell,8810,467.22,411.62,stat_arb,acc1,fill_00004386
4387,1700000011161107952,UNH,Sell,3280,530.31,173.94,macro,acc2,fill_00004387
4388,1700000011162728291,ABBV,Buy,370,153.72,5.69,vol_arb,acc2,fill_00004388
4389,1700000011166029423,PG,Sell,6150,153.57,94.45,momentum,acc1,fill_00004389
4390,1700000011170909649,MA,Buy,2380,416.38,99.1,market_making,acc1,fill_00004390
4391,1700000011171558473,PFE,Buy,6240,27.94,17.43,stat_arb,acc3,fill_00004391
4392,1700000011173592007,WMT,Buy,2880,161.29,46.45,market_making,acc1,fill_00004392
4393,1700000011176867486,PG,Buy,5250,149.96,78.73,momentum,acc2,fill_00004393
4394,1700000011180407750,META,Buy,8260,347.39,286.94,macro,acc1,fill_00004394
4395,1700000011182505329,V,Buy,4840,276.2,133.68,market_making,acc1,fill_00004395
4396,1700000011187024532,JNJ,Sell,9250,151.17,139.83,macro,acc2,fill_00004396
4397,1700000011190160967,WMT,Buy,2920,161.53,47.17,momentum,acc3,fill_00004397
4398,1700000011194975532,NVDA,Sell,9670,446.49,431.76,market_making,acc2,fill_00004398
4399,1700000011195250212,HD,Sell,2100,347.43,72.96,market_making,acc1,fill_00004399
4400,1700000011200195620,MA,Buy,9980,420.62,419.78,macro,acc3,fill_00004400
4401,1700000011203426396,KO,Sell,9010,58.47,52.68,vol_arb,acc3,fill_00004401
4402,1700000011203595658,JPM,Sell,8270,186.04,153.86,vol_arb,acc2,fill_00004402
4403,1700000011206436712,META,Sell,6160,341.95,210.64,stat_arb,acc2,fill_00004403
4404,1700000011209932903,UNH,Buy,2650,501.92,133.01,macro,acc1,fill_00004404
4405,1700000011210070905,GOOG,Sell,2810,141.32,39.71,momentum,acc3,fill_00004405
4406,1700000011214437843,HD,Buy,9570,349.11,334.1,macro,acc3,fill_00004406
4407,1700000011217909771,JNJ,Sell,4410,157.51,69.46,vol_arb,acc3,fill_00004407
4408,1700000011222530340,KO,Sell,4680,61.85,28.95,vol_arb,acc3,fill_00004408
4409,1700000011222816978,PG,Buy,880,155.5,13.68,market_making,acc3,fill_00004409
4410,1700000011226610605,MSFT,Buy,270,385.15,10.4,macro,acc2,fill_00004410
4411,1700000011230468960,AMZN,Sell,4020,179.43,72.13,vol_arb,acc2,fill_00004411
4412,1700000011234082371,PG,Sell,10,154.29,0.15,macro,acc2,fill_00004412
4413,1700000011234350166,AMZN,Sell,5040,178.82,90.13,market_making,acc2,fill_00004413
4414,1700000011239172743,NVDA,Buy,2910,441.84,128.58,market_making,acc3,fill_00004414
4415,1700000011242921261,ABBV,Sell,200,147.3,2.95,market_making,acc2,fill_00004415
4416,1700000011243160837,UNH,Sell,4190,528.48,221.43,momentum,acc2,fill_00004416
4417,1700000011246139435,WMT,Buy,1390,161.61,22.46,market_making,acc1,fill_00004417
4418,1700000011250945360,PG,Buy,4830,156.88,75.77,momentum,acc2,fill_00004418
4419,1700000011254784184,AMZN,Sell,9820,176.1,172.93,stat_arb,acc1,fill_00004419
4420,1700000011257656102,GOOG,Buy,5520,138.04,76.2,vol_arb,acc2,fill_00004420
4421,1700000011259202546,JNJ,Sell,5270,159.34,83.97,stat_arb,acc3,fill_00004421
4422,1700000011262752546,JPM,Sell,5870,180.21,105.78,macro,acc1,fill_00004422
4423,1700000011266085201,META,Sell,5250,361.63,189.86,market_making,acc1,fill_00004423
4424,1700000011266344125,MSFT,Buy,7890,391.34,308.77,vol_arb,acc3,fill_00004424
4425,1700000011271293626,JNJ,Sell,870,157.52,13.7,macro,acc3,fill_00004425
4426,1700000011273141780,AAPL,Sell,6590,181.09,119.34,momentum,acc3,fill_00004426
4427,1700000011277349895,HD,Sell,5370,343.37,184.39,vol_arb,acc2,fill_00004427
4428,1700000011277859029,META,Sell,3360,348.04,116.94,momentum,acc3,fill_00004428
4429,1700000011281502897,META,Sell,3120,351.16,109.56,market_making,acc1,fill_00004429
4430,1700000011283768541,JNJ,Sell,7660,154.84,118.61,stat_arb,acc3,fill_00004430
4431,1700000011284472011,TSLA,Buy,2280,246.26,56.15,market_making,acc2,fill_00004431
4432,1700000011288109310,MSFT,Sell,7320,388.97,284.73,vol_arb,acc1,fill_00004432
4433,1700000011289249764,HD,Sell,2870,337.37,96.83,market_making,acc2,fill_00004433
4434,1700000011293221532,PG,Buy,6920,153.57,106.27,momentum,acc2,fill_00004434
4435,1700000011297050236,PFE,Sell,7140,28.16,20.11,stat_arb,acc3,fill_00004435
4436,1700000011301799772,KO,Sell,8340,57.9,48.29,market_making,acc3,fill_00004436
4437,1700000011304186632,WMT,Buy,9640,165.15,159.2,market_making,acc3,fill_00004437
4438,1700000011307090795,TSLA,Sell,8690,253.05,219.9,market_making,acc1,fill_00004438
4439,1700000011309204280,BAC,Sell,4770,36.08,17.21,vol_arb,acc3,fill_00004439
4440,1700000011313291551,WMT,Buy,2720,165.49,45.01,vol_arb,acc2,fill_00004440
4441,1700000011317311093,MA,Buy,3160,418.71,132.31,macro,acc2,fill_00004441
4442,1700000011320353248,META,Sell,910,360.42,32.8,momentum,acc3,fill_00004442
4443,1700000011322197750,GOOG,Buy,8080,142.16,114.87,stat_arb,acc3,fill_00004443
4444,1700000011322687915,ABBV,Sell,7570,158.11,119.69,vol_arb,acc2,fill_00004444
4445,1700000011327034569,TSLA,Buy,7630,251.07,191.57,market_making,acc3,fill_00004445
4446,1700000011329344057,UNH,Buy,5380,538.57,289.75,vol_arb,acc2,fill_00004446
4447,1700000011331507669,UNH,Buy,9360,518.03,484.88,momentum,acc3,fill_00004447
4448,1700000011332699309,PG,Sell,330,150.32,4.96,stat_arb,acc1,fill_00004448
4449,1700000011334982263,HD,Buy,8760,338.57,296.59,macro,acc3,fill_00004449
4450,1700000011335742290,MSFT,Buy,7540,380.18,286.66,market_making,acc2,fill_00004450
4451,1700000011336494895,MSFT,Sell,8540,386.51,330.08,market_making,acc1,fill_00004451
4452,1700000011337322721,PFE,Buy,7000,28.5,19.95,vol_arb,acc2,fill_00004452
4453,1700000011340793205,PG,Buy,3200,152.61,48.84,market_making,acc2,fill_00004453
4454,1700000011344656982,PG,Buy,5230,152.21,79.61,macro,acc2,fill_00004454
4455,1700000011344757484,V,Sell,7510,263.9,198.19,macro,acc2,fill_00004455
4456,1700000011348212048,JNJ,Buy,7260,151.16,109.74,momentum,acc2,fill_00004456
4457,1700000011351702019,UNH,Sell,180,508.78,9.16,macro,acc3,fill_00004457
4458,1700000011352370761,V,Buy,7190,270.43,194.44,momentum,acc3,fill_00004458
4459,1700000011354030503,BAC,Sell,9310,35.51,33.06,market_making,acc1,fill_00004459
4460,1700000011356777492,V,Sell,6970,270.34,188.43,momentum,acc1,fill_00004460
4461,1700000011357440244,V,Buy,3640,276.67,100.71,stat_arb,acc1,fill_00004461
4462,1700000011358280449,PFE,Sell,3860,28.63,11.05,vol_arb,acc1,fill_00004462
4463,1700000011360169017,PFE,Buy,2600,28.13,7.31,vol_arb,acc3,fill_00004463
4464,1700000011364466195,UNH,Buy,2680,500.02,134.01,momentum,acc1,fill_00004464
4465,1700000011366143065,UNH,Sell,2890,525.78,151.95,stat_arb,acc1,fill_00004465
4466,1700000011367639629,JPM,Sell,6610,180.52,119.32,stat_arb,acc3,fill_00004466
4467,1700000011371147813,PG,Sell,9480,157.88,149.67,vol_arb,acc2,fill_00004467
4468,1700000011373784916,AMZN,Buy,930,187.92,17.48,stat_arb,acc3,fill_00004468
4469,1700000011375461122,AAPL,Buy,3640,173.5,63.15,macro,acc2,fill_00004469
4470,1700000011377201894,V,Sell,7910,265.88,210.31,market_making,acc1,fill_00004470
4471,1700000011381724604,PFE,Sell,6540,28.94,18.93,momentum,acc3,fill_00004471
4472,1700000011382822239,BAC,Sell,3520,35.91,12.64,stat_arb,acc3,fill_00004472
4473,1700000011387305408,WMT,Buy,9390,160.82,151.01,momentum,acc3,fill_00004473
4474,1700000011390552042,UNH,Sell,8280,498.43,412.7,stat_arb,acc2,fill_00004474
4475,1700000011394516804,MA,Buy,2210,417.93,92.36,macro,acc1,fill_00004475
4476,1700000011395431345,ABBV,Buy,3190,147.45,47.04,stat_arb,acc3,fill_00004476
4477,1700000011395875716,GOOG,Buy,9840,138.59,136.37,macro,acc1,fill_00004477
4478,1700000011398141662,JNJ,Buy,2660,157.95,42.01,momentum,acc2,fill_00004478
4479,1700000011399558557,AMZN,Sell,5890,183.52,108.09,vol_arb,acc3,fill_00004479
4480,1700000011401689964,GOOG,Buy,1780,142.24,25.32,vol_arb,acc1,fill_00004480
4481,1700000011404266214,MSFT,Buy,3030,382.56,115.92,vol_arb,acc1,fill_00004481
4482,1700000011406015765,JPM,Buy,3410,182.5,62.23,momentum,acc1,fill_00004482
4483,1700000011406642333,UNH,Buy,400,513.44,20.54,momentum,acc1,fill_00004483
4484,1700000011409320251,WMT,Buy,4610,163.68,75.46,stat_arb,acc1,fill_00004484
4485,1700000011412836655,MA,Sell,6800,421.31,286.49,market_making,acc2,fill_00004485
4486,1700000011416767048,PG,Sell,2440,154.99,37.82,market_making,acc1,fill_00004486
4487,1700000011421550925,NVDA,Buy,1450,442.32,64.14,vol_arb,acc3,fill_00004487
4488,1700000011423889850,UNH,Buy,570,506.31,28.86,macro,acc3,fill_00004488
4489,1700000011424853698,AAPL,Sell,9960,177.65,176.94,stat_arb,acc3,fill_00004489
4490,1700000011428161881,JNJ,Buy,180,159.84,2.88,macro,acc3,fill_00004490
4491,1700000011429372656,NVDA,Sell,1380,455.45,62.85,stat_arb,acc2,fill_00004491
4492,1700000011433965151,TSLA,Sell,8450,247.41,209.06,stat_arb,acc3,fill_00004492
4493,1700000011438252923,MA,Sell,1750,419.91,73.48,vol_arb,acc3,fill_00004493
4494,1700000011443121685,JNJ,Buy,320,150.69,4.82,vol_arb,acc3,fill_00004494
4495,1700000011443946043,AAPL,Buy,3540,174.1,61.63,macro,acc1,fill_00004495
4496,1700000011445213337,MA,Sell,1330,420.67,55.95,vol_arb,acc1,fill_00004496
4497,1700000011447001433,NVDA,Buy,320,438.63,14.04,stat_arb,acc3,fill_00004497
4498,1700000011450987896,V,Sell,6310,267.17,168.58,momentum,acc3,fill_00004498
4499,1700000011454972497,AMZN,Buy,6250,180.08,112.55,market_making,acc1,fill_00004499
4500,1700000011457549162,UNH,Buy,9230,519.36,479.37,macro,acc3,fill_00004500
4501,1700000011457842670,TSLA,Sell,170,248.52,4.22,vol_arb,acc1,fill_00004501
4502,1700000011460358892,PFE,Buy,1780,28.27,5.03,market_making,acc1,fill_00004502
4503,1700000011463969600,MA,Sell,9080,404.67,367.44,vol_arb,acc2,fill_00004503
4504,1700000011467854163,JNJ,Sell,430,154.87,6.66,stat_arb,acc3,fill_00004504
4505,1700000011472170918,ABBV,Sell,4470,154.34,68.99,vol_arb,acc3,fill_00004505
4506,1700000011474448477,META,Buy,970,355.07,34.44,market_making,acc2,fill_00004506
4507,1700000011475677057,JPM,Sell,5440,178.12,96.9,macro,acc3,fill_00004507
4508,1700000011479491511,JNJ,Sell,4360,152.78,66.61,macro,acc3,fill_00004508
4509,1700000011481585105,MSFT,Buy,3990,364.18,145.31,stat_arb,acc2,fill_00004509
4510,1700000011482758653,TSLA,Buy,9060,251.93,228.25,momentum,acc3,fill_00004510
4511,1700000011486064699,AAPL,Sell,4940,175.83,86.86,macro,acc2,fill_00004511
4512,1700000011489916223,MSFT,Buy,2200,374.83,82.46,stat_arb,acc3,fill_00004512
4513,1700000011492166650,XOM,Sell,7480,104.92,78.48,momentum,acc3,fill_00004513
4514,1700000011493680033,ABBV,Sell,3160,159.38,50.36,stat_arb,acc2,fill_00004514
4515,1700000011497635449,ABBV,Buy,9810,157.18,154.19,market_making,acc1,fill_00004515
4516,1700000011500315998,HD,Buy,5750,350.44,201.5,stat_arb,acc3,fill_00004516
4517,1700000011503845591,BAC,Buy,6550,35.66,23.36,stat_arb,acc3,fill_00004517
4518,1700000011506725417,JPM,Buy,6740,179.48,120.97,macro,acc2,fill_00004518
4519,1700000011511108077,XOM,Sell,8350,102.57,85.65,macro,acc3,fill_00004519
4520,1700000011514679882,UNH,Sell,7060,512.59,361.89,momentum,acc2,fill_00004520
4521,1700000011519266077,NVDA,Buy,5390,439.78,237.04,momentum,acc3,fill_00004521
4522,1700000011523866744,AAPL,Buy,5400,175.52,94.78,momentum,acc1,fill_00004522
4523,1700000011527630800,XOM,Sell,4380,106.55,46.67,macro,acc3,fill_00004523
4524,1700000011530230823,PG,Sell,9290,151.95,141.16,stat_arb,acc3,fill_00004524
4525,1700000011533679753,V,Sell,8210,273.4,224.46,macro,acc1,fill_00004525
4526,1700000011537803181,V,Sell,5890,266.78,157.13,market_making,acc1,fill_00004526
4527,1700000011538568812,JPM,Sell,6520,184.19,120.09,momentum,acc1,fill_00004527
4528,1700000011542675009,UNH,Sell,7010,522.16,366.03,momentum,acc3,fill_00004528
4529,1700000011546873219,V,Sell,9890,265.3,262.38,market_making,acc1,fill_00004529
4530,1700000011547513193,WMT,Sell,7010,170.76,119.7,vol_arb,acc2,fill_00004530
4531,1700000011550324647,AMZN,Buy,8090,174.62,141.27,macro,acc3,fill_00004531
4532,1700000011554560396,PG,Sell,3430,155.69,53.4,market_making,acc2,fill_00004532
4533,1700000011555263884,MA,Sell,3190,431.42,137.62,stat_arb,acc3,fill_00004533
4534,1700000011558747031,HD,Sell,2440,350.81,85.6,stat_arb,acc3,fill_00004534
4535,1700000011560579655,MA,Buy,630,419.58,26.43,stat_arb,acc2,fill_00004535
4536,1700000011562287510,GOOG,Buy,7770,139.69,108.54,momentum,acc1,fill_00004536
4537,1700000011564742878,TSLA,Buy,5370,243.48,130.75,market_making,acc3,fill_00004537
4538,1700000011566646147,WMT,Buy,4920,161.92,79.66,macro,acc3,fill_00004538
4539,1700000011571107384,V,Sell,6710,274.64,184.28,stat_arb,acc1,fill_00004539
4540,1700000011575453284,GOOG,Sell,90,140.5,1.26,market_making,acc3,fill_00004540
4541,1700000011575595294,MSFT,Sell,8920,375.16,334.64,momentum,acc2,fill_00004541
4542,1700000011577725427,MA,Sell,4100,429.66,176.16,market_making,acc2,fill_00004542
4543,1700000011580016654,V,Sell,9020,269.48,243.07,stat_arb,acc2,fill_00004543
4544,1700000011582172268,ABBV,Buy,9140,151.65,138.61,vol_arb,acc2,fill_00004544
4545,1700000011584514739,JNJ,Buy,5080,157.67,80.1,momentum,acc1,fill_00004545
4546,1700000011587406114,META,Sell,9480,345.92,327.93,macro,acc3,fill_00004546
4547,1700000011588034315,AMZN,Buy,7280,173.96,126.64,macro,acc2,fill_00004547
4548,1700000011591563309,HD,Buy,8230,338.55,278.63,momentum,acc1,fill_00004548
4549,1700000011594661538,UNH,Buy,5710,519.86,296.84,momentum,acc1,fill_00004549
4550,1700000011598931745,HD,Sell,8960,348.37,312.14,momentum,acc2,fill_00004550
4551,1700000011600561768,PG,Sell,2230,156.53,34.91,macro,acc2,fill_00004551
4552,1700000011603997623,BAC,Sell,2960,35.0,10.36,macro,acc3,fill_00004552
4553,1700000011604285325,BAC,Sell,850,34.95,2.97,macro,acc3,fill_00004553
4554,1700000011609162788,AMZN,Buy,4680,176.56,82.63,momentum,acc3,fill_00004554
4555,1700000011611589257,WMT,Buy,8130,165.33,134.41,market_making,acc3,fill_00004555
4556,1700000011613075150,UNH,Buy,6890,538.78,371.22,macro,acc3,fill_00004556
4557,1700000011614667005,XOM,Buy,5300,107.77,57.12,market_making,acc3,fill_00004557
4558,1700000011619551569,BAC,Sell,4510,34.39,15.51,market_making,acc3,fill_00004558
4559,1700000011619959434,BAC,Buy,3710,35.22,13.07,market_making,acc2,fill_00004559
4560,1700000011622268355,META,Sell,2280,357.41,81.49,vol_arb,acc3,fill_00004560
4561,1700000011626500828,AMZN,Sell,8810,179.62,158.25,vol_arb,acc3,fill_00004561
4562,1700000011628066496,TSLA,Buy,8500,242.57,206.18,stat_arb,acc2,fill_00004562
4563,1700000011631563171,JPM,Sell,8860,176.96,156.79,stat_arb,acc2,fill_00004563
